Custom Office,Reg Number,Importer,HS Code,FOB Value (N),CIF Value (N),Total Tax(N),Receipt Number,Receipt Date,Mass(KG),Country  of Origin,Country  of Supply,Nbr Of Containers,Container Nbr,Container Size
HM CARGO,C101309,37592,17700000,1780970,1877045,129110,R1576,2022-05-01,5,Sweden,Sweden,0,N/A,N/A
HM CARGO,C101310,86503,17620000,778426,1013878,122745,R1616,2022-05-01,51,Netherlands,Netherlands,0,N/A,N/A
HM CARGO,C101310,86503,17700000,335241,436436,30376,R1616,2022-05-01,20,Netherlands,Netherlands,0,N/A,N/A
HM CARGO,C101311,86503,17620000,155562,178606,22967,R7695,2022-01-26,3,Netherlands,Netherlands,0,N/A,N/A
HM CARGO,C101311,86503,44700000,16629,18633,3659,R7695,2022-01-26,2,Netherlands,Netherlands,0,N/A,N/A
HM CARGO,C101313,86503,17620000,1165503,1346851,163910,R7742,2022-01-26,24,Netherlands,Netherlands,0,N/A,N/A
HM CARGO,C101313,86503,4409000,214676,247740,18131,R7742,2022-01-26,20,Netherlands,Netherlands,0,N/A,N/A
HM CARGO,C101315,60056,4900000,2469007,2548493,175270,R2731,2022-11-01,12,Netherlands,Germany,0,N/A,N/A
HM CARGO,C101316,60096,17120000,199240,246820,44777,R98617,2021-07-12,16,United States,United States,0,N/A,N/A
HM CARGO,C101318,60096,36500000,232043,296834,53504,R98618,2021-07-12,200,United States,Belgium,0,N/A,N/A
HM CARGO,C101320,97874,17180000,5034100,9083890,1576635,R97221,2021-05-12,2334,China,China,0,N/A,N/A
HM CARGO,C101323,60096,36500000,184600,229740,41759,R100131,2021-12-14,32,United States,United States,0,N/A,N/A
HM CARGO,C10277,60056,7600000,11253,12238,4682,R11979,2021-02-19,1,United Arab Emirates,United Arab Emirates,0,N/A,N/A
HM CARGO,C101334,60096,17120000,102074,124909,23324,R100132,2021-12-14,35,India,India,0,N/A,N/A
HM CARGO,C101342,60096,17620000,59550,96455,12806,R100144,2021-12-14,13,United States,United States,0,N/A,N/A
HM CARGO,C101345,60096,17120000,65650,89440,16996,R100146,2021-12-14,37,United States,United States,0,N/A,N/A
HM CARGO,C101349,60096,17620000,916600,999865,122557,R98621,2021-07-12,11,United States,United States,0,N/A,N/A
HM CARGO,C101355,67828,17180000,3737850,6360850,1106643,R97319,2021-05-12,1958,Hong Kong,Hong Kong,0,N/A,N/A
HM CARGO,C101367,60096,17620000,213575,247735,31288,R100149,2021-12-14,6,United States,United States,0,N/A,N/A
HM CARGO,C101374,60096,17120000,71445,111705,20789,R100150,2021-12-14,6,United States,United States,0,N/A,N/A
HM CARGO,C101379,60096,17620000,266950,302330,37937,R100152,2021-12-14,38,United States,United States,0,N/A,N/A
HM CARGO,C101384,60096,17120000,61075,82730,15823,R100153,2021-12-14,18,United States,United States,0,N/A,N/A
HM CARGO,C101385,60096,17120000,43080,81815,15482,R100154,2021-12-14,24,United States,United States,0,N/A,N/A
HM CARGO,C101402,82259,42310000,15020715,15308025,1866114,R99336,2021-09-12,49,"Korea, Republic of","Korea, Republic of",0,N/A,N/A
HM CARGO,C101405,29391,17180000,5628850,9046985,1576695,R97295,2021-05-12,2618,Hong Kong,Hong Kong,0,N/A,N/A
HM CARGO,C101406,50523,17180000,3737850,6360850,1106643,R97312,2021-05-12,1810,Hong Kong,Hong Kong,0,N/A,N/A
HM CARGO,C101407,50523,17180000,1938350,3012865,526626,R97333,2021-05-12,1200,Hong Kong,Hong Kong,0,N/A,N/A
HM CARGO,C101408,67828,17180000,1938350,3012865,526626,R97309,2021-05-12,944,Hong Kong,Hong Kong,0,N/A,N/A
HM CARGO,C101417,97874,17180000,7016600,12539540,2176617,R97287,2021-05-12,6031,China,China,0,N/A,N/A
HM CARGO,C101419,43324,37100000,3864730,4657730,561575,R102619,2021-12-21,286,Canada,Canada,0,N/A,N/A
HM CARGO,C101421,97874,17180000,3448100,6379150,1106667,R97285,2021-05-12,1746,China,China,0,N/A,N/A
HM CARGO,C101424,37116,36490000,581100,962350,276648,R97636,2021-05-12,2834,United Arab Emirates,United Arab Emirates,0,N/A,N/A
HM CARGO,C101427,57748,17180000,4881600,9093650,1576670,R98674,2021-07-12,2955,Hong Kong,Hong Kong,0,N/A,N/A
HM CARGO,C101433,46348,17180000,1938350,3012865,526626,R97310,2021-05-12,885,Hong Kong,Hong Kong,0,N/A,N/A
HM CARGO,C101436,46348,18300000,535350,874815,251664,R97311,2021-05-12,1100,Hong Kong,Hong Kong,0,N/A,N/A
HM CARGO,C101437,47330,38100000,91773,103462,13900,R1410,2022-05-01,0,Slovenia,Slovenia,0,N/A,N/A
HM CARGO,C101455,25670,43700000,1333840,1486340,181215,R97689,2021-06-12,41,China,China,0,N/A,N/A
HM CARGO,C101459,63118,1100000,6848421,6998813,853160,R99368,2021-09-12,148,Netherlands,Netherlands,0,N/A,N/A
HM CARGO,C1173,59381,36490000,38439,71732,21623,R1306,2021-07-01,68,Italy,Italy,0,N/A,N/A
HM CARGO,C101464,3830,38900000,212004,216680,27777,R7691,2022-01-26,1,Germany,Germany,0,N/A,N/A
HM CARGO,C101474,8392,44420000,323680,378885,110604,R2710,2022-11-01,11,Hong Kong,Hong Kong,0,N/A,N/A
HM CARGO,C101477,37592,17620000,462455,627155,76272,R1577,2022-05-01,34,Sweden,Sweden,0,N/A,N/A
HM CARGO,C101479,37592,17620000,462455,627155,76272,R1625,2022-05-01,34,Sweden,Sweden,0,N/A,N/A
HM CARGO,C101486,37592,17620000,481670,637525,77626,R5823,2022-01-23,33,Sweden,Sweden,0,N/A,N/A
HM CARGO,C101487,86853,7600000,37285,88525,26310,R98107,2021-06-12,0,Netherlands,Netherlands,0,N/A,N/A
HM CARGO,C101509,69009,29100000,62066965,83526460,24036073,R99791,2021-12-13,7554,Sweden,Sweden,0,N/A,N/A
HM CARGO,C101509,69009,44420000,10372820,13959010,4017877,R99791,2021-12-13,7552,Sweden,Sweden,0,N/A,N/A
HM CARGO,C101509,69009,17620000,148028775,199209910,23793204,R99791,2021-12-13,7552,Sweden,Sweden,0,N/A,N/A
HM CARGO,C101511,90543,4310000,711640,770810,94768,R98706,2021-07-12,100,United States,United States,0,N/A,N/A
HM CARGO,C101523,60087,17620000,2827730,4761735,562998,R99598,2021-12-13,1000,China,China,0,N/A,N/A
HM CARGO,C101523,60087,44499000,184600,309650,89762,R99598,2021-12-13,356,China,China,0,N/A,N/A
HM CARGO,C101531,86853,7600000,47960,99200,29411,R98102,2021-06-12,0,Netherlands,Netherlands,0,N/A,N/A
HM CARGO,C101538,57781,18900000,232043,421741,121641,R97569,2021-05-12,513,Germany,Germany,0,N/A,N/A
HM CARGO,C101539,86853,7600000,37285,88525,26310,R98100,2021-06-12,0,Netherlands,Netherlands,0,N/A,N/A
HM CARGO,C101560,32942,36410000,245600,421280,121653,R97628,2021-05-12,755,Republic of South Africa,Republic of South Africa,0,N/A,N/A
HM CARGO,C101567,60096,17120000,153185,198325,36165,R411,2022-03-01,2,United States,United States,0,N/A,N/A
HM CARGO,C101570,60096,17120000,67175,93405,17678,R397,2022-03-01,36,United States,United States,0,N/A,N/A
HM CARGO,C101573,60096,17120000,47960,92490,17322,R399,2022-03-01,16,United States,United States,0,N/A,N/A
HM CARGO,C101574,60096,15900000,206634,228732,16939,R400,2022-03-01,16,Canada,Canada,0,N/A,N/A
HM CARGO,C101586,86853,7600000,37285,88525,26310,R98097,2021-06-12,1,Netherlands,Netherlands,0,N/A,N/A
HM CARGO,C101591,94060,23520000,5003600,6187610,4059256,R99005,2021-08-12,384,India,India,0,N/A,N/A
HM CARGO,C101593,94060,23520000,16349600,21067340,13812269,R99006,2021-08-12,978,India,India,0,N/A,N/A
HM CARGO,C101597,83989,17180000,1938350,3012865,526626,R97643,2021-05-12,1300,Hong Kong,Hong Kong,0,N/A,N/A
HM CARGO,C101607,9661,17180000,7474100,12510870,2176616,R97717,2021-06-12,6752,Hong Kong,Hong Kong,0,N/A,N/A
HM CARGO,C101619,20549,36300000,151050,263900,76602,R97680,2021-06-12,340,China,China,0,N/A,N/A
HM CARGO,C101623,3830,37100000,182614,186622,24120,R7694,2022-01-26,0,Germany,Germany,0,N/A,N/A
HM CARGO,C101624,37592,17620000,481670,637525,77626,R1652,2022-05-01,33,Sweden,Sweden,0,N/A,N/A
HM CARGO,C101625,47906,17620000,16545,17155,3493,R4932,2022-01-18,2,United Arab Emirates,United Arab Emirates,0,N/A,N/A
HM CARGO,C101626,92954,37100000,2642900,2675840,327312,R101788,2021-12-20,1,United States,United States,0,N/A,N/A
HM CARGO,C101627,60056,17620000,1761097,1788755,219358,R960,2022-04-01,3,Republic of South Africa,Republic of South Africa,0,N/A,N/A
HM CARGO,C101629,74325,28590000,3282180,3359040,98199,R101807,2021-12-20,10,France,France,0,N/A,N/A
HM CARGO,C101637,60087,17120000,312395,331000,60072,R101794,2021-12-20,4,China,China,0,N/A,N/A
HM CARGO,C101642,6407,17700000,129395,139460,10944,R101787,2021-12-20,2,China,China,0,N/A,N/A
HM CARGO,C101644,72101,4900000,124169,136860,10740,R101777,2021-12-20,4,Germany,Germany,0,N/A,N/A
HM CARGO,C101649,55841,2391000,223693,793789,50165,R101771,2021-12-20,26,United Kingdom,United Kingdom,0,N/A,N/A
HM CARGO,C101666,66079,26910000,1262775,1291445,20660,R102444,2021-12-21,4,Germany,Germany,0,N/A,N/A
HM CARGO,C101667,37592,17620000,3203752,3773514,456078,R101801,2021-12-20,118,Netherlands,Netherlands,0,N/A,N/A
HM CARGO,C101668,98649,4900000,1345515,1403961,97080,R101781,2021-12-20,6,Germany,Germany,0,N/A,N/A
HM CARGO,C101669,98649,1520000,1332156,1431013,174846,R101784,2021-12-20,13,Germany,Germany,0,N/A,N/A
HM CARGO,C101670,45548,44110000,560055,592995,106583,R101802,2021-12-20,46,United States,United States,0,N/A,N/A
HM CARGO,C101672,44410,11300000,3217520,3385575,602524,R98752,2021-07-12,21,United States,United States,0,N/A,N/A
HM CARGO,C101679,81036,1100000,504900,750706,90356,R101804,2021-12-20,48,France,France,0,N/A,N/A
HM CARGO,C101680,60779,36690000,192886,286115,128072,R101904,2021-12-20,20,United Kingdom,United Kingdom,0,N/A,N/A
HM CARGO,C101686,55841,3000000,420405,992505,116413,R101772,2021-12-20,103,United Kingdom,United Kingdom,0,N/A,N/A
HM CARGO,C101687,55841,3000000,2665051,3259527,392583,R101773,2021-12-20,121,United Kingdom,United Kingdom,0,N/A,N/A
HM CARGO,C101691,61090,37100000,227701,241394,30696,R101909,2021-12-20,10,Germany,Germany,0,N/A,N/A
HM CARGO,C101692,46946,44420000,369125,389255,113986,R99416,2021-09-12,124,France,France,0,N/A,N/A
HM CARGO,C101692,46946,17620000,417315,440190,54881,R99416,2021-09-12,124,France,France,0,N/A,N/A
HM CARGO,C101693,60779,35300000,373772,743344,88399,R101902,2021-12-20,80,United Kingdom,United Kingdom,0,N/A,N/A
HM CARGO,C101699,6407,17700000,1236850,1446995,98509,R101913,2021-12-20,36,China,China,0,N/A,N/A
HM CARGO,C101700,44077,42310000,17127350,17976775,2186679,R103735,2021-12-28,314,United Kingdom,United Kingdom,0,N/A,N/A
HM CARGO,C101702,57705,36900000,11537615,12233625,2172819,R101908,2021-12-20,208,United States,United States,0,N/A,N/A
HM CARGO,C101708,64110,36690000,23255,27220,13037,R16540,2022-02-17,6,Sweden,United Arab Emirates,0,N/A,N/A
HM CARGO,C101708,64110,37100000,11665,13495,3033,R16540,2022-02-17,6,Czech Republic,United Arab Emirates,0,N/A,N/A
HM CARGO,C10315,57785,17180000,1774600,3022989,526602,R10446,2021-02-15,1432,Hong Kong,Hong Kong,0,N/A,N/A
HM CARGO,C101711,12693,25800000,15613025,16758605,2032673,R97796,2021-06-12,336,Singapore,Singapore,0,N/A,N/A
HM CARGO,C101712,60087,44420000,8920,8920,3728,R99633,2021-12-13,84,China,China,0,N/A,N/A
HM CARGO,C101712,60087,36100000,276100,278540,50899,R99633,2021-12-13,84,China,China,0,N/A,N/A
HM CARGO,C101712,60087,17620000,443136100,446661290,54458831,R99633,2021-12-13,85,China,China,0,N/A,N/A
HM CARGO,C101712,60087,44700000,143120,144035,18960,R99633,2021-12-13,84,China,China,0,N/A,N/A
HM CARGO,C101712,60087,17700000,6162600,6211705,426503,R99633,2021-12-13,84,China,China,0,N/A,N/A
HM CARGO,C101722,50523,17180000,3737850,6360850,1106643,R97789,2021-06-12,1785,Hong Kong,Hong Kong,0,N/A,N/A
HM CARGO,C101743,37592,44700000,144950,147695,19386,R100663,2021-12-15,11,Sweden,Sweden,0,N/A,N/A
HM CARGO,C101743,37592,44420000,43690,44300,13997,R100663,2021-12-15,5,Sweden,Sweden,0,N/A,N/A
HM CARGO,C101743,37592,17620000,12740535,12964405,1580826,R100663,2021-12-15,5,Sweden,Sweden,0,N/A,N/A
HM CARGO,C101749,96916,4409000,359670,539620,36657,R97787,2021-06-12,130,France,France,0,N/A,N/A
HM CARGO,C1176,37592,17620000,780139,974183,118317,R3232,2021-01-15,50,Netherlands,Netherlands,0,N/A,N/A
HM CARGO,C1176,37592,17700000,320571,399992,28097,R3232,2021-01-15,39,Netherlands,Netherlands,0,N/A,N/A
HM CARGO,C10320,38509,17180000,2365600,4030250,701625,R10440,2021-02-15,1588,United Arab Emirates,United Arab Emirates,0,N/A,N/A
HM CARGO,C101774,45548,31200000,74800,77545,15099,R100665,2021-12-15,5,United Arab Emirates,United Arab Emirates,0,N/A,N/A
HM CARGO,C101777,97874,17180000,5186600,9074130,1576600,R97744,2021-06-12,2256,China,China,0,N/A,N/A
HM CARGO,C101778,61042,37100000,552125,561275,69745,R100673,2021-12-15,1,Germany,Germany,0,N/A,N/A
HM CARGO,C101780,97874,17180000,1679100,3029030,526613,R97741,2021-06-12,736,China,China,0,N/A,N/A
HM CARGO,C101781,97874,17180000,2441600,4544575,788624,R97742,2021-06-12,1471,China,China,0,N/A,N/A
HM CARGO,C101783,97874,17180000,3661600,6365425,1106609,R97743,2021-06-12,2018,China,China,0,N/A,N/A
HM CARGO,C101785,80592,17700000,46847160,48616160,3314008,R98586,2021-07-12,15,United Kingdom,United Kingdom,0,N/A,N/A
HM CARGO,C101790,14141,29100000,206560,351130,101605,R97764,2021-06-12,137,United States,United States,0,N/A,N/A
HM CARGO,C101798,97874,17180000,5674600,10237095,1776638,R97760,2021-06-12,3664,China,China,0,N/A,N/A
HM CARGO,C101799,61090,36690000,218441,281861,126481,R1602,2022-05-01,17,Spain,United Kingdom,0,N/A,N/A
HM CARGO,C101800,97874,17180000,3600600,6369390,1106632,R97759,2021-06-12,1614,China,China,0,N/A,N/A
HM CARGO,C101802,2490,44491000,151660,166910,30884,R100588,2021-12-15,3,United Kingdom,United Kingdom,0,N/A,N/A
HM CARGO,C101803,46458,17620000,68693700,68893780,1600,Unknown,,99,United Kingdom,United Kingdom,0,N/A,N/A
HM CARGO,C101809,60087,44420000,295620,300195,88281,R99615,2021-12-13,154,China,China,0,N/A,N/A
HM CARGO,C101809,60087,44700000,1131930,1149620,141390,R99615,2021-12-13,154,China,China,0,N/A,N/A
HM CARGO,C101809,60087,37100000,4637600,4710190,574935,R99615,2021-12-13,154,China,China,0,N/A,N/A
HM CARGO,C101809,60087,17700000,156192100,158636980,10843675,R99615,2021-12-13,154,China,China,0,N/A,N/A
HM CARGO,C101812,60087,17620000,1496100,1573570,192606,R99611,2021-12-13,30,China,China,0,N/A,N/A
HM CARGO,C101812,60087,17700000,3005850,3161095,216475,R99611,2021-12-13,63,China,China,0,N/A,N/A
HM CARGO,C101812,60087,44420000,13800,14410,5316,R99611,2021-12-13,5,China,China,0,N/A,N/A
HM CARGO,C101812,60087,44700000,367600,386510,48334,R99611,2021-12-13,20,China,China,0,N/A,N/A
HM CARGO,C101814,38356,44420000,134515,319076,91876,R100595,2021-12-15,40,United Kingdom,United Kingdom,0,N/A,N/A
HM CARGO,C101816,60087,17700000,880000,1087705,73923,R99630,2021-12-13,6,China,China,0,N/A,N/A
HM CARGO,C101817,60056,23490000,140680,224555,65478,R100617,2021-12-15,15,Philippines,Philippines,0,N/A,N/A
HM CARGO,C101830,46348,39290000,257800,420670,121610,R97788,2021-06-12,844,China,China,0,N/A,N/A
HM CARGO,C101831,46348,17180000,1938350,3012865,526626,R97795,2021-06-12,1056,Hong Kong,Hong Kong,0,N/A,N/A
HM CARGO,C101833,16354,17180000,5630375,9046375,1576608,R97792,2021-06-12,3164,Hong Kong,Hong Kong,0,N/A,N/A
HM CARGO,C101835,46348,17180000,1938350,3012865,526626,R97790,2021-06-12,1110,Hong Kong,Hong Kong,0,N/A,N/A
HM CARGO,C101836,67557,17180000,3737850,6360850,1106643,R97791,2021-06-12,1710,Hong Kong,Hong Kong,0,N/A,N/A
HM CARGO,C101850,74620,18290000,10140,10445,4168,R1649,2022-05-01,0,United Arab Emirates,United Arab Emirates,0,N/A,N/A
HM CARGO,C101854,60087,17620000,93100,97675,13277,R99601,2021-12-13,5,China,China,0,N/A,N/A
HM CARGO,C101854,60087,4401000,291350,305075,22253,R99601,2021-12-13,5,China,China,0,N/A,N/A
HM CARGO,C10330,93554,17180000,1971600,3458162,601606,R11391,2021-02-17,2571,United Arab Emirates,United Arab Emirates,0,N/A,N/A
HM CARGO,C101865,60056,25800000,548770,856210,102573,R929,2022-04-01,55,China,China,0,N/A,N/A
HM CARGO,C101867,70729,28729000,184600,362110,161229,R18833,2022-02-24,32,China,China,0,N/A,N/A
HM CARGO,C101868,52827,17620000,11506200,12112845,1473107,R97853,2021-06-12,324,China,China,0,N/A,N/A
HM CARGO,C101872,98173,37100000,2139040,2226270,271930,R100591,2021-12-15,14,Sweden,Sweden,0,N/A,N/A
HM CARGO,C101876,60087,44420000,352350,366685,107491,R99594,2021-12-13,75,China,China,0,N/A,N/A
HM CARGO,C101876,60087,44700000,1660800,1727900,211377,R99594,2021-12-13,75,China,China,0,N/A,N/A
HM CARGO,C101876,60087,17700000,13558850,14108460,962426,R99594,2021-12-13,75,China,China,0,N/A,N/A
HM CARGO,C101883,84231,17180000,5796600,10229470,1776641,R97839,2021-06-12,3532,Hong Kong,Hong Kong,0,N/A,N/A
HM CARGO,C101884,14473,17180000,3814100,6355970,1106625,R98132,2021-06-12,1578,Hong Kong,Hong Kong,0,N/A,N/A
HM CARGO,C101886,60056,36900000,9068,9393,2987,R100620,2021-12-15,1,China,Germany,0,N/A,N/A
HM CARGO,C101889,60056,17120000,109875,113230,21448,R100616,2021-12-15,0,Hong Kong,Hong Kong,0,N/A,N/A
HM CARGO,C101909,26231,17180000,279455,431955,76647,R97861,2021-06-12,119,Hong Kong,Hong Kong,0,N/A,N/A
HM CARGO,C10335,44593,17180000,1301800,2306894,401622,R11392,2021-02-17,1382,United Arab Emirates,United Arab Emirates,0,N/A,N/A
HM CARGO,C101910,11952,41100000,108350,171485,21697,R97814,2021-06-12,94,Hong Kong,Hong Kong,0,N/A,N/A
HM CARGO,C101911,26231,17180000,459100,719265,126686,R97862,2021-06-12,499,Hong Kong,Hong Kong,0,N/A,N/A
HM CARGO,C101912,26231,17180000,459100,719265,126686,R97863,2021-06-12,669,Hong Kong,Hong Kong,0,N/A,N/A
HM CARGO,C101914,26231,17180000,362415,575915,101647,R97857,2021-06-12,356,Hong Kong,Hong Kong,0,N/A,N/A
HM CARGO,C101918,60056,36690000,1067275,1112409,498716,R102847,2021-12-22,12,France,France,0,N/A,N/A
HM CARGO,C101931,60056,17120000,118110,121465,22916,R100613,2021-12-15,0,Hong Kong,Hong Kong,0,N/A,N/A
HM CARGO,C101934,60056,17120000,217540,223030,40982,R100614,2021-12-15,1,Hong Kong,Hong Kong,0,N/A,N/A
HM CARGO,C101944,60056,17120000,111400,116890,22078,R100560,2021-12-15,1,China,China,0,N/A,N/A
HM CARGO,C101947,3105,36300000,103470,176670,51682,R97838,2021-06-12,328,China,China,0,N/A,N/A
HM CARGO,C101948,60056,17120000,158675,163555,30395,R100562,2021-12-15,1,China,China,0,N/A,N/A
HM CARGO,C101949,60056,29100000,236036,398388,115145,R7144,2022-01-25,36,Italy,Italy,0,N/A,N/A
HM CARGO,C10339,60056,7600000,23073,24846,8336,R11976,2021-02-19,1,United Arab Emirates,United Arab Emirates,0,N/A,N/A
HM CARGO,C101958,60056,44420000,123600,1442420,406241,R5040,2022-01-18,240,United States,United States,0,N/A,N/A
HM CARGO,C101965,61185,3000000,323056,463652,56462,R100555,2021-12-15,30,Netherlands,Netherlands,0,N/A,N/A
HM CARGO,C101966,60056,17120000,100115,104995,19966,R100567,2021-12-15,1,Hong Kong,Hong Kong,0,N/A,N/A
HM CARGO,C101970,18108,48900000,169350,289520,51619,R97854,2021-06-12,409,Hong Kong,Hong Kong,0,N/A,N/A
HM CARGO,C101971,60056,18300000,12993,14892,5443,R7152,2022-01-25,23,United Kingdom,United Kingdom,0,N/A,N/A
HM CARGO,C101971,60056,12200000,404141,469079,84179,R7152,2022-01-25,10,United Kingdom,United Kingdom,0,N/A,N/A
HM CARGO,C101971,60056,42310000,922508,1070993,130583,R7152,2022-01-25,10,United Kingdom,United Kingdom,0,N/A,N/A
HM CARGO,C101976,60056,17120000,281590,285250,52081,R100566,2021-12-15,0,Republic of South Africa,Republic of South Africa,0,N/A,N/A
HM CARGO,C101978,60056,17120000,118720,126955,23842,R100578,2021-12-15,1,Hong Kong,Hong Kong,0,N/A,N/A
HM CARGO,C101979,60056,19890000,77850,142510,41850,R100579,2021-12-15,14,United States,United States,0,N/A,N/A
HM CARGO,C101983,60056,17700000,279455,364245,25596,R100571,2021-12-15,10,China,United Arab Emirates,0,N/A,N/A
HM CARGO,C101988,60056,28610000,123600,406335,47980,R918,2022-04-01,62,United States,United States,0,N/A,N/A
HM CARGO,C101992,60056,28510000,794600,826015,101789,R100577,2021-12-15,4,United States,United States,0,N/A,N/A
HM CARGO,C102014,34416,44200000,6659960,7032070,2040295,R103467,2021-12-23,211,Austria,Austria,0,N/A,N/A
HM CARGO,C102024,60746,23510000,70225,72055,22047,R104390,2021-12-29,10,Netherlands,Netherlands,0,N/A,N/A
HM CARGO,C102025,59608,17620000,132750,424635,50294,R100561,2021-12-15,64,United States,Switzerland,0,N/A,N/A
HM CARGO,C102027,60056,17700000,115246,286365,19397,R102839,2021-12-22,37,France,France,0,N/A,N/A
HM CARGO,C102028,60746,17620000,199545,219065,27938,R104392,2021-12-29,2,Netherlands,Netherlands,0,N/A,N/A
HM CARGO,C102028,60746,7500000,22950,25085,8401,R104392,2021-12-29,2,Netherlands,Netherlands,0,N/A,N/A
HM CARGO,C102035,60056,17620000,459100,543585,66878,R102848,2021-12-22,42,United States,United States,0,N/A,N/A
HM CARGO,C102035,60056,4402000,1750470,2072855,140259,R102848,2021-12-22,42,China,United States,0,N/A,N/A
HM CARGO,C102036,91579,6500000,100725,134275,39786,R98092,2021-06-12,22,Belgium,Belgium,0,N/A,N/A
HM CARGO,C10348,84917,44200000,200570,472430,135500,R10554,2021-02-15,266,Switzerland,Switzerland,0,N/A,N/A
HM CARGO,C102041,60056,17120000,151050,157455,29294,R102838,2021-12-22,1,China,China,0,N/A,N/A
HM CARGO,C102053,60056,17120000,108350,111705,21177,R102852,2021-12-22,0,Hong Kong,Hong Kong,0,N/A,N/A
HM CARGO,C102056,60056,17120000,86390,92185,17674,R102840,2021-12-22,1,Hong Kong,Hong Kong,0,N/A,N/A
HM CARGO,C102057,60056,17120000,120855,124820,23506,R102849,2021-12-22,0,Hong Kong,Hong Kong,0,N/A,N/A
HM CARGO,C102059,52535,44300000,245600,267560,9094,R98150,2021-06-12,4,United Kingdom,United Kingdom,0,N/A,N/A
HM CARGO,C1179,56604,4900000,187765,196039,14838,R3279,2021-01-15,2,Netherlands,Netherlands,0,N/A,N/A
HM CARGO,C102067,14473,17180000,2441600,4544575,788624,R98133,2021-06-12,1028,Hong Kong,Hong Kong,0,N/A,N/A
HM CARGO,C10351,60056,7600000,21103,24649,8260,R13079,2021-02-24,3,China,United Arab Emirates,0,N/A,N/A
HM CARGO,C102071,60056,17120000,87000,94015,17988,R102846,2021-12-22,1,China,China,0,N/A,N/A
